aud   | {17:20:05.590 b88cb700} - DMP . OCICNX: OCIStmtExecute cnx=<0x18ae270> query=<SELECT HeaderNsuLog,HeaderSequenciaAlteracaoLOG,CodTransacao,StatusTransacao,CodResposta,DadoOrig_DtTransacaoMMDD,DadoOrig_NsuFepas,CodProcessamento,ValorTransacao,DtHrTransacaoGmtMMDDHHMMSS,NsuModulo,HrTransacaoHHMMSS,DtTransacaoMMDD,CodRedeCaptura,NsuRedeCaptura,CodAutorizacao,CodTerminal,CodEstabelecimento,NsuAutorizador,CartaoCripto,CartaoCriptoRand,NroCartaoMask,DtValidade,TipoMensagem,DtTrnFepas,HrTrnFepas,VersaoParametros,AnoTransacaoAAAA,CanalEntrada,QuantParce
aud   | {17:20:05.591 b8133700} - DMP . OCICNX: ThreadTimeout() iniciou para cnx=<0x18ae270>
aud   | {17:20:05.601 b88cb700} - DMP . OCICNX: Finalizou OCIStmtExecute cnx=<0x18ae270>
aud   | {17:20:05.608 b8133700} - DMP . OCICNX: ThreadTimeout()::SE_SemaphoreP()::rcse=<0/SE_SUCCESS> cnx=<0x18ae270>
aud   | {17:20:05.609 b8133700} - DMP . OCICNX: ThreadTimeout() finalizou para cnx=<0x18ae270>
aud   | {17:20:05.611 b88cb700} - DMP . OCICNX: Fim FinalizaTimeout cnx=<0x18ae270>
aud   | {17:20:05.612 b88cb700} - DMP . DBA: _CnxPool->Pool[0]->State = CNXS_FREE cnx=<0x18ae270>
aud   | {17:22:05.612 b88cb700} - DMP . DBA: [DBA_AllocCnx] Alocando _CnxPool->Pool[0] cnx=<0x18ae270>
aud   | {17:22:05.612 b88cb700} - DMP . OCICNX: OCIStmtExecute cnx=<0x18ae270> query=<SELECT HeaderNsuLog,HeaderSequenciaAlteracaoLOG,CodTransacao,StatusTransacao,CodResposta,DadoOrig_DtTransacaoMMDD,DadoOrig_NsuFepas,CodProcessamento,ValorTransacao,DtHrTransacaoGmtMMDDHHMMSS,NsuModulo,HrTransacaoHHMMSS,DtTransacaoMMDD,CodRedeCaptura,NsuRedeCaptura,CodAutorizacao,CodTerminal,CodEstabelecimento,NsuAutorizador,CartaoCripto,CartaoCriptoRand,NroCartaoMask,DtValidade,TipoMensagem,DtTrnFepas,HrTrnFepas,VersaoParametros,AnoTransacaoAAAA,CanalEntrada,QuantParce
aud   | {17:22:05.612 b8133700} - DMP . OCICNX: ThreadTimeout() iniciou para cnx=<0x18ae270>
aud   | {17:22:05.616 b88cb700} - DMP . OCICNX: Finalizou OCIStmtExecute cnx=<0x18ae270>
aud   | {17:22:05.616 b8133700} - DMP . OCICNX: ThreadTimeout()::SE_SemaphoreP()::rcse=<0/SE_SUCCESS> cnx=<0x18ae270>
aud   | {17:22:05.616 b8133700} - DMP . OCICNX: ThreadTimeout() finalizou para cnx=<0x18ae270>
aud   | {17:22:05.616 b88cb700} - DMP . OCICNX: Fim FinalizaTimeout cnx=<0x18ae270>
aud   | {17:22:05.617 b88cb700} - DMP . DBA: _CnxPool->Pool[0]->State = CNXS_FREE cnx=<0x18ae270>
aud   | {17:24:05.618 b88cb700} - DMP . DBA: [DBA_AllocCnx] Alocando _CnxPool->Pool[0] cnx=<0x18ae270>
aud   | {17:24:05.618 b88cb700} - DMP . OCICNX: OCIStmtExecute cnx=<0x18ae270> query=<SELECT HeaderNsuLog,HeaderSequenciaAlteracaoLOG,CodTransacao,StatusTransacao,CodResposta,DadoOrig_DtTransacaoMMDD,DadoOrig_NsuFepas,CodProcessamento,ValorTransacao,DtHrTransacaoGmtMMDDHHMMSS,NsuModulo,HrTransacaoHHMMSS,DtTransacaoMMDD,CodRedeCaptura,NsuRedeCaptura,CodAutorizacao,CodTerminal,CodEstabelecimento,NsuAutorizador,CartaoCripto,CartaoCriptoRand,NroCartaoMask,DtValidade,TipoMensagem,DtTrnFepas,HrTrnFepas,VersaoParametros,AnoTransacaoAAAA,CanalEntrada,QuantParce
aud   | {17:24:05.618 b8133700} - DMP . OCICNX: ThreadTimeout() iniciou para cnx=<0x18ae270>
aud   | {17:24:05.622 b88cb700} - DMP . OCICNX: Finalizou OCIStmtExecute cnx=<0x18ae270>
aud   | {17:24:05.622 b8133700} - DMP . OCICNX: ThreadTimeout()::SE_SemaphoreP()::rcse=<0/SE_SUCCESS> cnx=<0x18ae270>
aud   | {17:24:05.622 b8133700} - DMP . OCICNX: ThreadTimeout() finalizou para cnx=<0x18ae270>
aud   | {17:24:05.622 b88cb700} - DMP . OCICNX: Fim FinalizaTimeout cnx=<0x18ae270>
aud   | {17:24:05.636 b88cb700} - DMP . DBA: _CnxPool->Pool[0]->State = CNXS_FREE cnx=<0x18ae270>
aud   | {17:26:05.636 b88cb700} - DMP . DBA: [DBA_AllocCnx] Alocando _CnxPool->Pool[0] cnx=<0x18ae270>
aud   | {17:26:05.637 b88cb700} - DMP . OCICNX: OCIStmtExecute cnx=<0x18ae270> query=<SELECT HeaderNsuLog,HeaderSequenciaAlteracaoLOG,CodTransacao,StatusTransacao,CodResposta,DadoOrig_DtTransacaoMMDD,DadoOrig_NsuFepas,CodProcessamento,ValorTransacao,DtHrTransacaoGmtMMDDHHMMSS,NsuModulo,HrTransacaoHHMMSS,DtTransacaoMMDD,CodRedeCaptura,NsuRedeCaptura,CodAutorizacao,CodTerminal,CodEstabelecimento,NsuAutorizador,CartaoCripto,CartaoCriptoRand,NroCartaoMask,DtValidade,TipoMensagem,DtTrnFepas,HrTrnFepas,VersaoParametros,AnoTransacaoAAAA,CanalEntrada,QuantParce
aud   | {17:26:05.637 b8133700} - DMP . OCICNX: ThreadTimeout() iniciou para cnx=<0x18ae270>
aud   | {17:26:05.639 b88cb700} - DMP . OCICNX: Finalizou OCIStmtExecute cnx=<0x18ae270>
aud   | {17:26:05.639 b8133700} - DMP . OCICNX: ThreadTimeout()::SE_SemaphoreP()::rcse=<0/SE_SUCCESS> cnx=<0x18ae270>
aud   | {17:26:05.639 b8133700} - DMP . OCICNX: ThreadTimeout() finalizou para cnx=<0x18ae270>
aud   | {17:26:05.639 b88cb700} - DMP . OCICNX: Fim FinalizaTimeout cnx=<0x18ae270>
aud   | {17:26:05.640 b88cb700} - DMP . DBA: _CnxPool->Pool[0]->State = CNXS_FREE cnx=<0x18ae270>
aud   | {17:28:05.640 b88cb700} - DMP . DBA: [DBA_AllocCnx] Alocando _CnxPool->Pool[0] cnx=<0x18ae270>
aud   | {17:28:05.641 b88cb700} - DMP . OCICNX: OCIStmtExecute cnx=<0x18ae270> query=<SELECT HeaderNsuLog,HeaderSequenciaAlteracaoLOG,CodTransacao,StatusTransacao,CodResposta,DadoOrig_DtTransacaoMMDD,DadoOrig_NsuFepas,CodProcessamento,ValorTransacao,DtHrTransacaoGmtMMDDHHMMSS,NsuModulo,HrTransacaoHHMMSS,DtTransacaoMMDD,CodRedeCaptura,NsuRedeCaptura,CodAutorizacao,CodTerminal,CodEstabelecimento,NsuAutorizador,CartaoCripto,CartaoCriptoRand,NroCartaoMask,DtValidade,TipoMensagem,DtTrnFepas,HrTrnFepas,VersaoParametros,AnoTransacaoAAAA,CanalEntrada,QuantParce
aud   | {17:28:05.641 b8133700} - DMP . OCICNX: ThreadTimeout() iniciou para cnx=<0x18ae270>
aud   | {17:28:05.650 b88cb700} - DMP . OCICNX: Finalizou OCIStmtExecute cnx=<0x18ae270>
aud   | {17:28:05.650 b8133700} - DMP . OCICNX: ThreadTimeout()::SE_SemaphoreP()::rcse=<0/SE_SUCCESS> cnx=<0x18ae270>
aud   | {17:28:05.650 b8133700} - DMP . OCICNX: ThreadTimeout() finalizou para cnx=<0x18ae270>
aud   | {17:28:05.650 b88cb700} - DMP . OCICNX: Fim FinalizaTimeout cnx=<0x18ae270>
aud   | {17:28:05.651 b88cb700} - DMP . DBA: _CnxPool->Pool[0]->State = CNXS_FREE cnx=<0x18ae270>
aud   | {17:30:05.651 b88cb700} - DMP . DBA: [DBA_AllocCnx] Alocando _CnxPool->Pool[0] cnx=<0x18ae270>
